nodeID,xCoord,yCoord,isHealthcare,old_id
3121,21.180064,92.136392,False,3121
3125,21.180863,92.135993,False,3125
3126,21.180777,92.136092,False,3126
3127,21.179604,92.143875,False,3127
3136,21.202778,92.160926,False,3136
3144,21.202767,92.160656,False,3144
3148,21.203086,92.160359,False,3148
3149,21.202822,92.16056,False,3149
3156,21.203189,92.160277,False,3156
3161,21.204106,92.160156,False,3161
3165,21.203292,92.161002,False,3165
3176,21.203155,92.161073,False,3176
3180,21.202948,92.161194,False,3180
3181,21.202719,92.161048,False,3181
3187,21.202782,92.160507,False,3187
3189,21.202321,92.1602,False,3189
3196,21.202626,92.160635,False,3196
3233,21.180997,92.144618,False,3233
3239,21.196798,92.157299,False,3239
3248,21.194914,92.158084,False,3248
3249,21.194863,92.158325,False,3249
3253,21.194924,92.158523,False,3253
3259,21.195039,92.158779,False,3259
3261,21.195103,92.157917,False,3261
3264,21.195127,92.157906,False,3264
3268,21.195198,92.157849,False,3268
3280,21.19679,92.158832,False,3280
3288,21.196662,92.158856,False,3288
3292,21.196556,92.158783,False,3292
3293,21.196409,92.158646,False,3293
3295,21.19634,92.158597,False,3295
3304,21.19625,92.158468,False,3304
3307,21.198309,92.156561,False,3307
3309,21.198236,92.156703,False,3309
3318,21.197908,92.157109,False,3318
3321,21.197846,92.157274,False,3321
3326,21.19783,92.15727,False,3326
3329,21.197705,92.157472,False,3329
3334,21.19767,92.157731,False,3334
3337,21.197666,92.157797,False,3337
3342,21.19749,92.157733,False,3342
3346,21.197483,92.157726,False,3346
3350,21.197333,92.157767,False,3350
3353,21.197297,92.15778,False,3353
3356,21.196994,92.157794,False,3356
3357,21.197284,92.157745,False,3357
3359,21.196737,92.157822,False,3359
3370,21.196106,92.157621,False,3370
3372,21.195802,92.157636,False,3372
3376,21.195778,92.157621,False,3376
3381,21.19572,92.157539,False,3381
3386,21.195551,92.157332,False,3386
3389,21.195416,92.157272,False,3389
3393,21.195402,92.157278,False,3393
3397,21.19522,92.157315,False,3397
3402,21.195178,92.15729,False,3402
3405,21.194994,92.157164,False,3405
3408,21.194883,92.157199,False,3408
3409,21.194847,92.157211,False,3409
3412,21.18954,92.15701,False,3412
3417,21.189524,92.156988,False,3417
3422,21.189221,92.156773,False,3422
3433,21.187654,92.155948,False,3433
3438,21.187425,92.155525,False,3438
3442,21.187411,92.15549,False,3442
3444,21.187313,92.155041,False,3444
3452,21.189305,92.155118,False,3452
3453,21.189292,92.155119,False,3453
3455,21.189925,92.153036,False,3455
3464,21.189754,92.153685,False,3464
3472,21.189667,92.153931,False,3472
3483,21.214847,92.170532,False,3483
